industry,senator
Biotechnology: Biological Products (No Diagnostic Substances),James M. Inhofe
Computer Software: Prepackaged Software,James M. Inhofe
Automotive Aftermarket,James M. Inhofe
Automotive Aftermarket,James M. Inhofe
Beverages (Production/Distribution),James M. Inhofe
Department/Specialty Retail Stores,John Hoeven
Computer Manufacturing,Bill Cassidy
Major Banks,Sheldon Whitehouse
Department/Specialty Retail Stores,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Business Services,Sheldon Whitehouse
Department/Specialty Retail Stores,Sheldon Whitehouse
Consumer Electronics/Appliances,Sheldon Whitehouse
Business Services,Sheldon Whitehouse
Major Banks,Sheldon Whitehouse
Office Equipment/Supplies/Services,Shelley Moore Capito
Consumer Electronics/Appliances,Shelley Moore Capito
Package Goods/Cosmetics,Shelley Moore Capito
Railroads,Shelley Moore Capito
Computer Software: Prepackaged Software,Shelley Moore Capito
Major Pharmaceuticals,Shelley Moore Capito
Computer Manufacturing,Shelley Moore Capito
Semiconductors,Shelley Moore Capito
Integrated oil Companies,Shelley Moore Capito
Beverages (Production/Distribution),Shelley Moore Capito
Major Banks,Shelley Moore Capito
Computer Communications Equipment,Shelley Moore Capito
Major Pharmaceuticals,Shelley Moore Capito
Oilfield Services/Equipment,Shelley Moore Capito
Air Freight/Delivery Services,Shelley Moore Capito
Semiconductors,Shelley Moore Capito
Major Chemicals,Shelley Moore Capito
RETAIL: Building Materials,Susan M. Collins
Building Products,Susan M. Collins
Savings Institutions,Patrick J. Toomey
Savings Institutions,Patrick J. Toomey
Major Banks,Patrick J. Toomey
Oil Refining/Marketing,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Telecommunications Equipment,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Broadcasting,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Broadcasting,David Perdue
Package Goods/Cosmetics,David Perdue
Major Pharmaceuticals,David Perdue
Oil & Gas Production,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Integrated oil Companies,David Perdue
Integrated oil Companies,David Perdue
Major Pharmaceuticals,David Perdue
Television Services,David Perdue
Computer peripheral equipment,David Perdue
Agricultural Chemicals,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Oil & Gas Production,David Perdue
Computer Communications Equipment,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Real Estate Investment Trusts,Gary C. Peters
Semiconductors,Jack Reed
Oil & Gas Production,Pat Roberts
Catalog/Specialty Distribution,Pat Roberts
Major Banks,Pat Roberts
Military/Government/Technical,Pat Roberts
Major Banks,Pat Roberts
Biotechnology: Electromedical & Electrotherapeutic Apparatus,Tina Smith
Air Freight/Delivery Services,James M. Inhofe
Medical Specialities,James M. Inhofe
Computer Manufacturing,Bill Cassidy
Semiconductors,Jack Reed
Beverages (Production/Distribution),Jack Reed
Food Distributors,Jack Reed
EDP Services,Shelley Moore Capito
Railroads,Shelley Moore Capito
Natural Gas Distribution,Shelley Moore Capito
Savings Institutions,Patrick J. Toomey
Savings Institutions,Patrick J. Toomey
Consumer Electronics/Appliances,Patrick J. Toomey
Plastic Products,Sheldon Whitehouse
Plastic Products,Sheldon Whitehouse
Telecommunications Equipment,Sheldon Whitehouse
Other Consumer Services,Sheldon Whitehouse
Major Pharmaceuticals,Sheldon Whitehouse
Catalog/Specialty Distribution,John Hoeven
Semiconductors,John Hoeven
Broadcasting,David Perdue
Hotels/Resorts,David Perdue
Major Banks,David Perdue
Broadcasting,David Perdue
Food Distributors,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Food Distributors,David Perdue
Food Distributors,David Perdue
Business Services,David Perdue
Power Generation,David Perdue
Packaged Foods,David Perdue
Paper,David Perdue
Packaged Foods,David Perdue
"Computer Software: Programming, Data Processing",David Perdue
Packaged Foods,David Perdue
Computer Communications Equipment,David Perdue
Oil Refining/Marketing,David Perdue
Paints/Coatings,David Perdue
Paints/Coatings,David Perdue
Integrated oil Companies,David Perdue
Integrated oil Companies,David Perdue
Major Pharmaceuticals,David Perdue
Television Services,David Perdue
Computer peripheral equipment,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Agricultural Chemicals,David Perdue
Agricultural Chemicals,David Perdue
Broadcasting,David Perdue
Property-Casualty Insurers,David Perdue
Catalog/Specialty Distribution,David Perdue
Business Services,David Perdue
Containers/Packaging,David Perdue
Business Services,David Perdue
Oil Refining/Marketing,David Perdue
Broadcasting,David Perdue
Finance Companies,Pat Roberts
Major Banks,Pat Roberts
Restaurants,Pat Roberts
Finance Companies,Pat Roberts
Finance Companies,Pat Roberts
Finance Companies,Pat Roberts
Finance Companies,Pat Roberts
Semiconductors,Pat Roberts
Semiconductors,Pat Roberts
Natural Gas Distribution,Patrick J. Toomey
Consumer Electronics/Appliances,Patrick J. Toomey
Oilfield Services/Equipment,"Angus S. King, Jr."
Integrated oil Companies,"Angus S. King, Jr."
Package Goods/Cosmetics,"Angus S. King, Jr."
Major Pharmaceuticals,"Angus S. King, Jr."
Integrated oil Companies,James M. Inhofe
Oilfield Services/Equipment,Bill Cassidy
Radio And Television Broadcasting And Communications Equipment,Bill Cassidy
Integrated oil Companies,Bill Cassidy
Computer Manufacturing,Bill Cassidy
Investment Bankers/Brokers/Service,Tammy Duckworth
Major Banks,Sheldon Whitehouse
Consumer Electronics/Appliances,Sheldon Whitehouse
Computer Manufacturing,Sheldon Whitehouse
Telecommunications Equipment,Sheldon Whitehouse
Telecommunications Equipment,Sheldon Whitehouse
Auto Manufacturing,Sheldon Whitehouse
Major Pharmaceuticals,Sheldon Whitehouse
Department/Specialty Retail Stores,Sheldon Whitehouse
Recreational Products/Toys,Gary C. Peters
Finance/Investors Services,Gary C. Peters
Biotechnology: Biological Products (No Diagnostic Substances),Mark R. Warner
Paints/Coatings,David Perdue
Major Banks,David Perdue
Major Banks,David Perdue
Television Services,David Perdue
Television Services,David Perdue
Television Services,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Department/Specialty Retail Stores,David Perdue
Auto Manufacturing,David Perdue
Television Services,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Television Services,David Perdue
Plastic Products,David Perdue
Radio And Television Broadcasting And Communications Equipment,David Perdue
Oilfield Services/Equipment,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Auto Manufacturing,David Perdue
Auto Manufacturing,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Plastic Products,David Perdue
Oil & Gas Production,Pat Roberts
Semiconductors,Pat Roberts
Clothing/Shoe/Accessory Stores,Pat Roberts
Integrated oil Companies,Pat Roberts
Integrated oil Companies,Pat Roberts
Catalog/Specialty Distribution,Pat Roberts
Computer Manufacturing,Pat Roberts
Clothing/Shoe/Accessory Stores,Pat Roberts
Consumer Electronics/Video Chains,Pat Roberts
Consumer Electronics/Video Chains,Pat Roberts
Aerospace,Pat Roberts
Semiconductors,Pat Roberts
Industrial Machinery/Components,Pat Roberts
Computer Manufacturing,Pat Roberts
Restaurants,Pat Roberts
Consumer Electronics/Appliances,Pat Roberts
Major Banks,Pat Roberts
Commercial Banks,Pat Roberts
Telecommunications Equipment,Pat Roberts
Major Banks,Pat Roberts
Major Banks,Pat Roberts
"Computer Software: Programming, Data Processing",Pat Roberts
Computer Communications Equipment,"Angus S. King, Jr."
Business Services,James M. Inhofe
Clothing/Shoe/Accessory Stores,James M. Inhofe
Consumer Electronics/Appliances,James M. Inhofe
Business Services,James M. Inhofe
Biotechnology: In Vitro & In Vivo Diagnostic Substances,James M. Inhofe
Biotechnology: Biological Products (No Diagnostic Substances),James M. Inhofe
Biotechnology: Biological Products (No Diagnostic Substances),James M. Inhofe
Investment Bankers/Brokers/Service,James M. Inhofe
Services-Misc. Amusement & Recreation,James M. Inhofe
Biotechnology: Laboratory Analytical Instruments,James M. Inhofe
Medical/Nursing Services,James M. Inhofe
Major Pharmaceuticals,Shelley Moore Capito
Major Pharmaceuticals,Shelley Moore Capito
Major Banks,Shelley Moore Capito
Biotechnology: Biological Products (No Diagnostic Substances),Shelley Moore Capito
Major Banks,Shelley Moore Capito
Business Services,Shelley Moore Capito
Packaged Foods,Shelley Moore Capito
Major Pharmaceuticals,Tammy Duckworth
Major Pharmaceuticals,Tammy Duckworth
Industrial Specialties,Tammy Duckworth
"Computer Software: Programming, Data Processing",Pat Roberts
Semiconductors,Pat Roberts
Consumer Electronics/Video Chains,Pat Roberts
Major Banks,Pat Roberts
"Computer Software: Programming, Data Processing",Pat Roberts
Services-Misc. Amusement & Recreation,Bill Cassidy
Medical/Nursing Services,Bill Cassidy
Telecommunications Equipment,Bill Cassidy
Major Pharmaceuticals,Bill Cassidy
Biotechnology: Electromedical & Electrotherapeutic Apparatus,Bill Cassidy
Department/Specialty Retail Stores,Bill Cassidy
Auto Manufacturing,David Perdue
Radio And Television Broadcasting And Communications Equipment,David Perdue
Department/Specialty Retail Stores,David Perdue
Oilfield Services/Equipment,David Perdue
Medical/Dental Instruments,David Perdue
Integrated oil Companies,David Perdue
Major Pharmaceuticals,David Perdue
Major Pharmaceuticals,David Perdue
Telecommunications Equipment,David Perdue
Computer Software: Prepackaged Software,David Perdue
Major Pharmaceuticals,David Perdue
Paints/Coatings,David Perdue
Telecommunications Equipment,David Perdue
Telecommunications Equipment,David Perdue
Telecommunications Equipment,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Telecommunications Equipment,David Perdue
Auto Manufacturing,David Perdue
Auto Manufacturing,David Perdue
Major Pharmaceuticals,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Hotels/Resorts,David Perdue
Telecommunications Equipment,David Perdue
Services-Misc. Amusement & Recreation,David Perdue
Plastic Products,David Perdue
Hotels/Resorts,David Perdue
Major Banks,David Perdue
Auto Manufacturing,David Perdue
Paints/Coatings,David Perdue
Major Banks,David Perdue
Paints/Coatings,David Perdue
Services-Misc. Amusement & Recreation,David Perdue
Auto Manufacturing,David Perdue
Major Banks,David Perdue
Hotels/Resorts,David Perdue
Auto Manufacturing,David Perdue
Hotels/Resorts,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Oilfield Services/Equipment,David Perdue
Auto Manufacturing,David Perdue
Auto Manufacturing,David Perdue
Major Pharmaceuticals,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Services-Misc. Amusement & Recreation,David Perdue
Services-Misc. Amusement & Recreation,David Perdue
Services-Misc. Amusement & Recreation,David Perdue
Auto Manufacturing,David Perdue
Paints/Coatings,David Perdue
Semiconductors,Jack Reed
Semiconductors,Tammy Duckworth
Farming/Seeds/Milling,Shelley Moore Capito
Major Pharmaceuticals,Shelley Moore Capito
Major Pharmaceuticals,Shelley Moore Capito
Electric Utilities: Central,Shelley Moore Capito
Computer Software: Prepackaged Software,Shelley Moore Capito
Major Pharmaceuticals,Shelley Moore Capito
Military/Government/Technical,Shelley Moore Capito
Semiconductors,Shelley Moore Capito
Integrated oil Companies,Shelley Moore Capito
Computer Communications Equipment,Shelley Moore Capito
Telecommunications Equipment,Shelley Moore Capito
Radio And Television Broadcasting And Communications Equipment,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Other Pharmaceuticals,Sheldon Whitehouse
Telecommunications Equipment,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Clothing/Shoe/Accessory Stores,Sheldon Whitehouse
Railroads,Sheldon Whitehouse
Packaged Foods,Shelley Moore Capito
Power Generation,Shelley Moore Capito
Business Services,Shelley Moore Capito
Semiconductors,Shelley Moore Capito
Marine Transportation,Shelley Moore Capito
Semiconductors,Shelley Moore Capito
Oil & Gas Production,Shelley Moore Capito
Major Pharmaceuticals,Shelley Moore Capito
Major Banks,Shelley Moore Capito
Finance: Consumer Services,Shelley Moore Capito
Hotels/Resorts,Shelley Moore Capito
Biotechnology: Commercial Physical & Biological Resarch,Shelley Moore Capito
Major Chemicals,Shelley Moore Capito
EDP Services,Shelley Moore Capito
Natural Gas Distribution,Shelley Moore Capito
Industrial Machinery/Components,Shelley Moore Capito
Real Estate Investment Trusts,Shelley Moore Capito
Integrated oil Companies,Shelley Moore Capito
EDP Services,Shelley Moore Capito
Investment Bankers/Brokers/Service,Shelley Moore Capito
Industrial Machinery/Components,Shelley Moore Capito
Major Pharmaceuticals,Shelley Moore Capito
Real Estate Investment Trusts,Shelley Moore Capito
Major Pharmaceuticals,David Perdue
Plastic Products,David Perdue
Containers/Packaging,David Perdue
Catalog/Specialty Distribution,David Perdue
Plastic Products,David Perdue
Major Pharmaceuticals,David Perdue
Major Pharmaceuticals,David Perdue
Hotels/Resorts,David Perdue
Hotels/Resorts,David Perdue
Medical/Dental Instruments,David Perdue
Medical/Dental Instruments,David Perdue
Major Pharmaceuticals,David Perdue
Major Pharmaceuticals,David Perdue
Plastic Products,David Perdue
Plastic Products,David Perdue
Biotechnology: Laboratory Analytical Instruments,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Oilfield Services/Equipment,David Perdue
Major Pharmaceuticals,David Perdue
Biotechnology: Laboratory Analytical Instruments,David Perdue
Major Pharmaceuticals,David Perdue
Biotechnology: Laboratory Analytical Instruments,David Perdue
Medical/Dental Instruments,David Perdue
Major Pharmaceuticals,David Perdue
Biotechnology: Laboratory Analytical Instruments,David Perdue
Services-Misc. Amusement & Recreation,David Perdue
Oil & Gas Production,David Perdue
Natural Gas Distribution,David Perdue
Hotels/Resorts,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Clothing/Shoe/Accessory Stores,David Perdue
Aerospace,Pat Roberts
Restaurants,Pat Roberts
Consumer Electronics/Appliances,Pat Roberts
Major Banks,Pat Roberts
Commercial Banks,Pat Roberts
Telecommunications Equipment,Pat Roberts
Major Banks,Pat Roberts
Major Banks,Pat Roberts
Industrial Machinery/Components,Pat Roberts
"Computer Software: Programming, Data Processing",Pat Roberts
Natural Gas Distribution,John Hoeven
Radio And Television Broadcasting And Communications Equipment,John Hoeven
Computer Manufacturing,John Hoeven
Medical/Nursing Services,James M. Inhofe
Auto Manufacturing,James M. Inhofe
Biotechnology: Laboratory Analytical Instruments,James M. Inhofe
Life Insurance,Gary C. Peters
Life Insurance,Sheldon Whitehouse
Auto Manufacturing,Sheldon Whitehouse
Computer Manufacturing,Sheldon Whitehouse
Life Insurance,Sheldon Whitehouse
Plastic Products,Sheldon Whitehouse
